id_bv;Niveau de pauvreté;Niveau de participation;Cluster
15_47;1.4212562034291456;0.31250620554371505;1
15_48;1.7885710789429041;-5.332673554842934;2
15_49;2.2996684937250396;-5.462810011591655;2
15_50;-0.021891176968876647;-1.5551525211984665;2
15_51;-0.5319489901799925;-0.3639050961400882;1
15_52;1.268183750322753;-3.6601856853462342;2
15_53;-0.09679430403120583;-0.17565431912634225;1
15_54;-0.8037638231008825;-0.07185570409223724;1
15_55;-0.9128672713238953;-0.032968584680503815;1
15_56;-0.003039666445819341;-0.4442212567365634;1
15_57;-1.7224447438604447;1.4153168484467364;1
15_58;-1.2972419468400274;1.1172117262980954;1
15_59;-2.559148763458116;-1.7296471489428056;0
15_60;-1.8756985558765347;0.7592966201868991;1
15_61;-1.0514804721315516;0.43290044065999367;1
15_62;-1.7099329690420542;1.0532920425072678;1
15_63;-1.97339368093449;0.9110714044196885;1
15_64;-2.2246827010838945;0.04805369755256339;0
15_65;-1.9875199578453269;-0.18966422171162226;0
15_66;-2.135563626406181;-0.563070691951298;0
15_67;-1.1054822461902998;-0.6026113207126298;1
15_68;-0.9152145989029057;1.4332999463481417;1
15_69;0.4901591914382198;-1.8662955243346944;2
15_70;-1.368467379423013;0.37227939233040874;1
15_71;-0.8553118383210125;-0.619697384330708;1
15_72;-1.0102415524173507;-1.7882184959711864;0
15_73;-2.3432936341486674;-0.3289044884000857;0
15_74;-2.1502039191221756;-1.0120510685612571;0
15_75;-1.397036535653013;-1.706000054084565;0
15_76;2.8217890872811435;-4.657722768694318;2
15_77;-0.9660730149111931;-1.3639727842462608;0
15_78;0.19288773667197265;-1.6264144203121125;2
15_79;-0.4767220657291771;-0.8805830067408229;1
15_80;0.16178881356776773;-2.524222823501559;2
15_81;-1.5302901719337219;0.18629436163955815;1
15_82;0.009551855881243495;-2.272745425005337;2
15_83;-2.0084333843718145;-0.3061740558397528;0
15_84;-1.6666916559558216;-0.49492542546554064;0
15_85;0.33738551882395484;-1.5975566204832214;2
15_86;-1.3886012148848976;-0.6448490064988481;0
15_87;-1.0547776918819969;0.1009861300708129;1
15_88;-2.2601732438025013;-0.9087829063512103;0
15_89;-2.1418508763753135;0.3662607918750301;0
15_90;-1.784847165351825;1.255493034972249;1
15_91;-2.5027921793397754;-0.229494070715717;0
15_92;-0.9821027048776705;-1.929730279333122;0
15_93;-0.9559388623193519;-0.6522029607849514;1
15_94;0.7434366498287195;-1.985950217495984;2
15_95;-0.2785706024277771;-2.394241307566943;2
16_01;-7.324724700274769;-2.195060029518126;0
16_02;-7.551794570654909;-2.4596989018263073;0
16_03;-6.668928469355001;-3.549554636230789;0
16_04;-7.761676364403771;-1.799789551552462;0
16_05;-5.211549929809472;-1.1997446019634572;0
16_06;-6.722980991988887;-1.1245632304196613;0
16_07;-6.077106123911348;-1.8120992332613473;0
16_08;-6.069132508947672;-1.2459399331820675;0
16_09;-5.81525900878544;-2.272147989027382;0
16_10;-5.721073337725954;-2.682300274097296;0
16_11;-6.316610931844958;-1.4184842199685683;0
16_12;-6.041458089157342;-1.6183980970366008;0
16_13;-5.789185844813526;-1.4418230229917406;0
16_14;-6.011444336295398;-1.906104945996202;0
16_15;-6.476041224098403;-2.2384078163127605;0
16_16;-5.095994858309027;-1.1819864915973493;0
16_17;-5.988863546377854;-1.1219174114123043;0
16_18;-6.360011978437142;-1.6647134179257557;0
16_19;-5.425884860013672;-1.639624762816268;0
